"","Codigo_nacional","Estación","Latitud","Longitud","Altura","Region","Macrozona","Comuna","Cuenca","Subcuenca"
"659","09420002-4","Pucon DGA",-39.2753,-71.9503,230,"Región de La Araucanía","Centro","Pucón","Rio Tolten","Lago Villarica Y Tolten Alto"
"660","09420003-2","Villarrica DGA",-39.215,-72.2917,220,"Región de La Araucanía","Centro","Villarrica","Rio Tolten","Lago Villarica y Tolten Alto"
"661","09420004-0","Chanlelfu DGA",-39.4875,-72.2339,359,"Región de La Araucanía","Centro","Villarrica","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"662","09421001-1","La cascada DGA",-39.3006,-71.9333,252,"Región de La Araucanía","Centro","Pucón","Rio Tolten","Rio Pucon"
"663","09423001-2","Rio tolten en coipue DGA",-39.1,-72.3833,179,"Región de La Araucanía","Centro","Freire","Rio Tolten","Lago Villarica y Tolten Alto"
"664","09433003-3","Quitratue DGA",-39.1506,-72.6503,99,"Región de La Araucanía","Centro","Gorbea","Rio Tolten","Tolten Bajo"
"665","09437002-7","Rio tolten en teodoro schmidt DGA",-39.0144,-73.0828,19,"Región de La Araucanía","Centro","Toltén","Rio Tolten","Tolten Bajo"
"666","09438001-4","Teodoro schmitd DGA",-39.0278,-73.0781,21,"Región de La Araucanía","Centro","Toltén","Rio Tolten","Tolten Bajo"
"667","09439001-K","Tolten DGA",-39.2006,-73.2003,3,"Región de La Araucanía","Centro","Toltén","Rio Tolten","Tolten Bajo"
"668","10100002-8","Rio fui en desague lago pirihueico DGA",-39.8747,-71.8897,615,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"669","10100004-4","Pirihueico en pirihueico DGA",-40.0225,-71.7219,612,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"670","10100005-2","Pirihueico en pto fuy DGA",-39.8719,-71.8889,608,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"671","10102002-9","Liquine DGA",-39.7272,-71.8506,227,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"672","10103001-6","Lago neltume DGA",-39.8189,-71.9872,260,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"673","10106001-2","Conaripe DGA",-39.5744,-72.0053,221,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"674","10106002-0","Lago calafquen DGA",-39.5469,-72.1519,368,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"675","10106003-9","Lican ray DGA",-39.4681,-72.1653,284,"Región de La Araucanía","Centro","Villarrica","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"676","10110002-2","Rio enco en desague lago panguipulli DGA",-39.86,-72.14,131,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio San Pedro (L Panguipulli y Bajo R Quinchilca)"
"677","10111002-8","Lago rinihue DGA",-39.7731,-72.4581,123,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","R. San Pedro (Entre desague L. Panguipulli y Bajo R. Quinchilca)"
"678","10113003-7","Rio san pedro en pucono DGA",-39.76,-72.59,78,"Región de Los Ríos","Sur","Los Lagos","Rio Valdivia","Rio San Pedro (L Panguipulli y Bajo R Quinchilca)"
"679","10122003-6","Rio calle calle en pupunahue DGA",-39.8044,-72.9025,106,"Región de Los Ríos","Sur","Máfil","Rio Valdivia","Rio Calle Calle"
"680","10123004-K","Llancahue DGA",-39.8561,-73.1786,81,"Región de Los Ríos","Sur","Valdivia","Rio Valdivia","R. Valdivia Bajo"
"681","10123005-8","Valdivia DGA",-39.8164,-73.2428,13,"Región de Los Ríos","Sur","Valdivia","Rio Valdivia","R. Valdivia Bajo"
"682","10123006-6","Valdivia u austral DGA",-39.8103,-73.2517,17,"Región de Los Ríos","Sur","Valdivia","Rio Valdivia","R. Valdivia Bajo"
"683","10130001-3","Loncoche DGA",-39.37,-72.6417,136,"Región de La Araucanía","Centro","Loncoche","Rio Valdivia","Rio Cruces"
"684","10133000-1","Rio leufucade en purulon DGA",-39.4781,-72.6908,97,"Región de Los Ríos","Sur","Lanco","Rio Valdivia","Rio Cruces"
"685","10134002-3","San jose mariquina DGA",-39.5522,-72.8989,40,"Región de Los Ríos","Sur","Mariquina","Rio Valdivia","Rio Cruces"
"686","10137002-K","Huichaco DGA",-39.7078,-72.7422,100,"Región de Los Ríos","Sur","Máfil","Rio Valdivia","Rio Cruces"
"687","10141001-3","Catamutun DGA",-40.1658,-73.1689,159,"Región de Los Ríos","Sur","La Unión","Rio Valdivia","R. Valdivia Bajo"
"688","10304001-9","Rio calcurrupe en desembocadura DGA",-40.25,-72.2667,64,"Región de Los Ríos","Sur","Lago Ranco","Rio Bueno","Afluentes Lago Ranco"
"689","10304002-7","Lago maihue DGA",-40.2172,-72.1492,108,"Región de Los Ríos","Sur","Futrono","Rio Bueno","Afluentes Lago Ranco"
"690","10305002-2","Caunahue DGA",-40.1592,-72.2528,105,"Región de Los Ríos","Sur","Futrono","Rio Bueno","Afluentes Lago Ranco"
"691","10307001-5","Lago ranco DGA",-40.3172,-72.4692,82,"Región de Los Ríos","Sur","Lago Ranco","Rio Bueno","Afluentes Lago Ranco"
"692","10312001-2","El llolly DGA",-40.0672,-72.6169,229,"Región de Los Ríos","Sur","Paillaco","Rio Bueno","Rio Bueno entre Lago Ranco y Rio Pilmaiquen"
"693","10313001-8","Rio llollelhue en la union DGA",-40.2667,-73.0833,26,"Región de Los Ríos","Sur","La Unión","Rio Bueno","Rio Bueno entre Lago Ranco y Rio Pilmaiquen"
"694","10322002-5","Anticura DGA",-40.6553,-72.1844,351,"Región de Los Ríos","Sur","Rio Bueno","Rio Bueno","Rio Pilmaiquen"
"695","10323002-0","Futacuhuin DGA",-40.7231,-72.44,210,"Región de Los Lagos","Sur","Puyehue","Rio Bueno","Rio Pilmaiquen"
"696","10328001-K","Rio pilmaiquen en san pablo DGA",-40.3842,-73.0022,22,"Región de Los Ríos","Sur","Rio Bueno","Rio Bueno","Rio Pilmaiquen"
"697","10340001-5","Rio rahue en desague lago rupanco DGA",-40.7889,-72.6889,127,"Región de Los Lagos","Sur","Puyehue","Rio Bueno","Rio Rahue hasta antes junta Rio Negro"
"698","10340002-3","Rupanco DGA",-40.7733,-72.6839,176,"Región de Los Lagos","Sur","Puyehue","Rio Bueno","Rio Rahue hasta antes junta Rio Negro"
"699","10344003-3","Rio rahue antes junta rio negro DGA",-40.63,-73.1783,62,"Región de Los Lagos","Sur","Osorno","Rio Bueno","Rio Rahue hasta antes junta Rio Negro"
"700","10350001-K","Fresia DGA",-41.1533,-73.4111,143,"Región de Los Lagos","Sur","Fresia","Rio Bueno","Rio Negro"
"701","10354001-1","Rio negro DGA",-40.7828,-73.2139,73,"Región de Los Lagos","Sur","Rio Negro","Rio Bueno","Rio Negro"
"702","10355001-7","Purranque DGA",-40.9367,-73.1372,139,"Región de Los Lagos","Sur","Purranque","Rio Bueno","Rio Negro"
"703","10355003-3","Rio forrahue en rio negro DGA",-40.7956,-73.2144,53,"Región de Los Lagos","Sur","Rio Negro","Rio Bueno","Rio Negro"
"704","10356001-2","Rio negro en chahuilco DGA",-40.7136,-73.2278,41,"Región de Los Lagos","Sur","Rio Negro","Rio Bueno","Rio Negro"
"705","10360002-2","Adolfo matthei DGA",-40.5883,-73.1069,57,"Región de Los Lagos","Sur","Osorno","Rio Bueno","R. Rahue Bajo"
"706","10363003-7","Rahue alto DGA",-40.5661,-73.1622,49,"Región de Los Lagos","Sur","Osorno","Rio Bueno","R. Rahue Bajo"
"707","10363004-5","Osorno DGA",-40.5719,-73.1211,32,"Región de Los Lagos","Sur","Osorno","Rio Bueno","R. Rahue Bajo"
"708","10371001-4","Trinidad DGA",-40.3142,-73.4333,39,"Región de Los Lagos","Sur","San Pablo","Rio Bueno","R.  Bueno Bajo"
"709","10372001-K","Venecia DGA",-40.1933,-73.4311,889,"Región de Los Ríos","Sur","La Unión","Rio Bueno","R.  Bueno Bajo"
"710","10401002-4","Bahia mansa DGA",-40.5764,-73.7158,129,"Región de Los Lagos","Sur","San Juan de la Costa","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras entre Rio Bueno y Rio Maullin"
"711","10405004-2","Llico bajo DGA",-41.2867,-73.8353,15,"Región de Los Lagos","Sur","Los Muermos","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras entre Rio Bueno y Rio Maullin"
"712","10410004-K","Frutillar DGA",-41.1267,-73.0611,147,"Región de Los Lagos","Sur","Frutillar","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"713","10410005-8","La ensenada DGA",-41.2269,-72.5681,69,"Región de Los Lagos","Sur","Puerto Varas","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"714","10410015-5","Cascada DGA",-41.0781,-72.6328,84,"Región de Los Lagos","Sur","Puerto Octay","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"715","10417001-3","Maullin DGA",-41.6153,-73.6,11,"Región de Los Lagos","Sur","Maullín","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"716","10423000-8","Calbuco DGA",-41.8,-73.19,7,"Región de Los Lagos","Sur","Calbuco","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras e Islas entre Rio Maullin y Rio Chamiza"
"717","10425001-7","Puerto montt DGA",-41.46,-72.9378,98,"Región de Los Lagos","Sur","Puerto Montt","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"718","10430001-4","Lago chapo DGA",-41.4172,-72.5958,275,"Región de Los Lagos","Sur","Puerto Montt","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Chamiza"
"719","10430005-7","Lago chapo lm DGA",-41.4297,-72.5764,251,"Región de Los Lagos","Sur","Puerto Montt","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Chamiza"
"720","10432004-K","Pelluco u austral DGA",-41.4911,-72.8958,26,"Región de Los Lagos","Sur","Puerto Montt","Cuencas e Islas entre R.Bueno y R. Puelo","Costeras e Islas entre Rio Maullin y Rio Chamiza"
"721","10451000-0","Monte tronador en casa pangue DGA",-41.08,-71.88,430,"Región de Los Lagos","Sur","Puerto Varas","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Petrohue"
"722","10512000-1","Llanada grande DGA",-41.4242,-71.9386,1104,"Región de Los Lagos","Sur","Cochamó","Rio Puelo","Rio Manso"
"723","10520001-3","Rio puelo en desague lago tagua tagua DGA",-41.6389,-72.1694,144,"Región de Los Lagos","Sur","Cochamó","Rio Puelo","R. Puelo Bajo"
"724","10523001-K","Puelo DGA",-41.6511,-72.3117,7,"Región de Los Lagos","Sur","Cochamó","Rio Puelo","R. Puelo Bajo"
"725","10610001-2","Hornopiren DGA",-41.9383,-72.435,25,"Región de Los Lagos","Sur","Hualaihué","Costeras entre R.Puelo y R.Yelcho","Costeras Entre Pta Tentelhue y Rio Negro (incl.)"
"726","10683001-0","Chaiten DGA",-42.9147,-72.7108,14,"Región de Los Lagos","Sur","Chaitén","Costeras entre R.Puelo y R.Yelcho","Costeras Entre R. Negro (incl.) y R. Yelcho"
"727","10683002-9","Rio blanco en chaiten DGA",-42.9183,-72.7039,14,"Región de Los Lagos","Sur","Chaitén","Costeras entre R.Puelo y R.Yelcho","Costeras Entre R. Negro (incl.) y R. Yelcho"
"728","10683003-7","Chaiten meteorologica DGA",-42.92,-72.71,526,"Región de Los Lagos","Sur","Chaitén","Costeras R. Puelo - R. Yelcho","Costeras entre Rio Negro (incl.) y Rio Yelcho"
"729","10701001-7","Lago espolon DGA",-43.2158,-71.9306,350,"Región de Los Lagos","Sur","Futaleufú","Rio Yelcho","Rio Futaleufu"
"730","10704001-3","Palena DGA",-43.6175,-71.7839,269,"Región de Los Lagos","Sur","Palena","Rio Palena y Costeras Limite Decima Region","Rio Palena entre Frontera y Rio Rosselot"
"731","10704002-1","Rio futaleufu ante junta rio malito DGA",-43.4492,-72.1075,66,"Región de Los Lagos","Sur","Palena","Rio Yelcho","Rio Futaleufu"
"732","10710001-6","Puerto cardenas DGA",-43.175,-72.4308,47,"Región de Los Lagos","Sur","Chaitén","Rio Yelcho","Rio Yelcho"
"733","10900001-9","Quemchi DGA",-42.1408,-73.4731,38,"Región de Los Lagos","Sur","Quemchi","Islas Chiloe y Circundantes","Isla Chiloe"
"734","10900002-7","Ancud 2 doh DGA",-41.8792,-73.7964,10,"Región de Los Lagos","Sur","Ancud","Islas Chiloe y Circundantes","Isla Chiloe"
"735","10901002-2","Castro 1 DGA",-42.4581,-73.7744,35,"Región de Los Lagos","Sur","Castro","Islas Chiloe y Circundantes","Isla Chiloe"
"736","10901003-0","Chonchi DGA",-42.6228,-73.7728,30,"Región de Los Lagos","Sur","Chonchi","Islas Chiloe y Circundantes","Isla Chiloe"
"737","10901004-9","Castro 2 doh DGA",-42.4794,-73.7742,17,"Región de Los Lagos","Sur","Castro","Islas Chiloe y Circundantes","Isla Chiloe"
"738","10902002-8","Quellon DGA",-43.1086,-73.6119,70,"Región de Los Lagos","Sur","Quellón","Islas Chiloe y Circundantes","Isla Chiloe"
"739","10903003-1","Ancud 1 DGA",-41.8625,-73.8192,48,"Región de Los Lagos","Sur","Ancud","Islas Chiloe y Circundantes","Isla Chiloe"
"740","10904005-3","Chepu DGA",-42.0464,-73.9742,31,"Región de Los Lagos","Sur","Ancud","Islas Chiloe y Circundantes","Isla Chiloe"
"741","10906004-6","Cucao DGA",-42.6186,-74.1081,13,"Región de Los Lagos","Sur","Chonchi","Islas Chiloe y Circundantes","Isla Chiloe"
"742","11023001-K","Valle rio frio DGA",-43.4683,-72.3536,213,"Región de Los Lagos","Sur","Chaitén","Rio Palena y Costeras Limite Decima Region","Rio Palena entre Frontera y Rio Rosselot"
"743","11023002-8","Villa santa lucia DGA",-43.4128,-72.3658,238,"Región de Los Lagos","Sur","Chaitén","Rio Palena y Costeras Limite Decima Region","Rio Palena entre Frontera y Rio Rosselot"
"744","11031001-3","Lago verde DGA",-44.2394,-71.8461,347,"Región de Aysén del Gral.Ibañez del Campo","Sur","Lago Verde","Rio Palena y Costeras Limite Decima Region","Rio Rosselot"
"745","11033001-4","Villa alegre l e DGA",-44.0669,-72.2008,133,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Rio Palena y Costeras Limite Decima Region","Rio Rosselot"
"746","11034001-K","Bordalit DGA",-44.0483,-72.3161,74,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Rio Palena y Costeras Limite Decima Region","Rio Rosselot"
"747","11041001-8","La junta DGA",-43.9708,-72.4056,47,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Rio Palena y Costeras Limite Decima Region","R. Palena Bajo"
"748","11043001-9","Marin balmaceda DGA",-43.7717,-72.9547,8,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Rio Palena y Costeras Limite Decima Region","R. Palena Bajo"
"749","11120001-7","Puerto puyuhuapi DGA",-44.3228,-72.5597,12,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Costeras e Islas entre R.Palena y R.Aysen","Costeras entre Rio Marchant y Seno Ventisquero"
"750","11140001-6","Rio cisnes DGA",-44.4975,-71.3064,749,"Región de Aysén del Gral.Ibañez del Campo","Sur","Lago Verde","Costeras e Islas entre R.Palena y R.Aysen","Rio Cisnes"
"751","11143003-9","La tapera DGA",-44.6472,-71.6736,545,"Región de Aysén del Gral.Ibañez del Campo","Sur","Lago Verde","Costeras e Islas entre R.Palena y R.Aysen","Rio Cisnes"
"752","11144002-6","Cisnes medio DGA",-44.6653,-72.2661,179,"Región de Aysén del Gral.Ibañez del Campo","Sur","Lago Verde","Costeras e Islas entre R.Palena y R.Aysen","Rio Cisnes"
"753","11147003-0","Puerto cisnes DGA",-44.7278,-72.6814,16,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Costeras e Islas entre R.Palena y R.Aysen","Costeras entre Rio Cisnes y Punta San Andres"
"754","11180000-6","Islas huichas DGA",-45.1553,-73.5164,4,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Costeras e Islas entre R.Palena y R.Aisen","Islas al Este Canal Moraleda"
"755","11300001-5","Estancia bano nuevo DGA",-45.2669,-71.5292,689,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Maniguales"
"756","11302002-4","Nirehuao DGA",-45.2706,-71.7092,532,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Maniguales"
"757","11304001-7","Villa manihuales DGA",-45.1733,-72.1478,144,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Rio Aysen","Rio Maniguales"
"758","11307002-1","Villa ortega DGA",-45.3719,-71.9822,529,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Maniguales"
"759","11310003-6","Rio blanco chico antes junta oscuro DGA",-45.8853,-71.7211,522,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Simpson"
"760","11316003-9","Coyhaique escuela agricola DGA",-45.5739,-72.0286,340,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Simpson"
"761","11316004-7","Coyhaique alto DGA",-45.4803,-71.6044,728,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Simpson"
"762","11317001-8","Rio simpson bajo junta coyhaique DGA",-45.5517,-72.0681,206,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Simpson"
"763","11317005-0","Coyhaique conaf DGA",-45.5511,-72.0589,366,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aysen","Rio Simpson"
"764","11318002-1","El balseo DGA",-45.4036,-72.4878,26,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Rio Aysen","Rio Maniguales"
"765","11342001-4","Rio aysen en puerto aysen DGA",-45.4058,-72.6231,7,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Rio Aysen","Rio Aysen entre Rio Riesco y Desembocadura"
"766","11342002-2","Puerto aysen DGA",-45.4006,-72.7,0,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Rio Aysen","Rio Aisen entre Rio Riesco y Desembocadura"
"767","11400001-9","Puerto chacabuco DGA",-45.4644,-72.8178,22,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Costeras e Islas entre R Aysen y R Baker y Canal Gral. Martinez","Costeras entre R.  Aisen y R.  Huemules (incl.)"
"768","11420000-K","Rio exploradores en nacimiento DGA",-46.5,-73.15,150,"Región de Aysén del Gral.Ibañez del Campo","Sur","Rio Ibáñez","Costeras E Islas R Aisen R Baker C. Gral. Martinez","Rio Exploradores"
"769","11440000-9","Laguna san rafael DGA",-46.64,-73.86,8,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Costeras E Islas R Aisen R Baker C. Gral. Martinez","Costeras y Ventisqueros R Exploradores - V Benito"
"770","11503001-9","Villa cerro castillo DGA",-46.1206,-72.1539,364,"Región de Aysén del Gral.Ibañez del Campo","Sur","Rio Ibáñez","Rio Baker","R. Ibáñez"
"771","11505001-K","Rio ibanez en desembocadura DGA",-46.2692,-71.9908,211,"Región de Aysén del Gral.Ibañez del Campo","Sur","Rio Ibáñez","Rio Baker","R. Ibáñez"
"772","11511001-2","Puerto ibanez DGA",-46.2892,-71.9336,219,"Región de Aysén del Gral.Ibañez del Campo","Sur","Rio Ibáñez","Rio Baker","Vertiente N.  Lago J. Miguel Carrera (Exc.  R. Iba?ñez)"
"773","11513001-3","Bahia murta DGA",-46.4619,-72.6686,232,"Región de Aysén del Gral.Ibañez del Campo","Sur","Rio Ibáñez","Rio Baker","Vertiente N.  Lago J. Miguel Carrera (Exc.  R. Iba?ñez)"
"774","11517002-3","Lago general carrera en desague DGA",-46.8456,-72.8033,207,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente N.  Lago J. Miguel Carrera (Exc.  R. IbaÏez)"
"775","11521002-5","Chile chico DGA",-46.5436,-71.7089,214,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
"776","11521005-K","Lago general carrera fachinal DGA",-46.5425,-72.2267,207,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
"777","11523001-8","Puerto guadal DGA",-46.8428,-72.7008,213,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
"778","11523002-6","Lago general carrera en puerto guadal DGA",-46.8411,-72.6975,202,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
